comment,rate
"Sp xinh xắn lắm nha, đáng tiền nè, shop giao hàng cũng nhanh. Chỉ có tự gắn dây vs hạt vô hơi lười 🤣",5
Sp y hình .....Đúng gói đẹp.....iu shop......ô kê la......,5
Sp y như hình ạ! Áo đẹp nhưng hơi mỏng,5
SP đẹp,5
Sp đẹp,5
"Sp đẹp , chất vải khá mát, săn sale rất ưng ,kdhshejsjjhdhehy",5
"Sp đẹp, giống hình nhưng chất siêu nóng nha mn, mình cảm thấy khá tiếc tiền khi mua sp. Nó thật sự rất nóng. Mình nghĩ mn nên bỏ thêm vài nghìn để mua sp chất lượng hơn",3
"Sp đẹp, hàng giao nhanh nên mua nha mn ❤❤❤",5
"Sp đẹp, vừa túi tiền, ưng cái bụng lắm luôn 
Mình rất thích
Lần sa sẽ ủng hộ shop nữa ạ
Hình ảnh mang tính chất nhận xu 😁😁😁",2
"sp đẹp, đúng màu và sz ok",3
"sp đẹp cực kì chất lượng, giao hàng nhanh chóng, mặc dù giao màu ngẫu nhiên nhưng mình có note lấy màu hồng or xanh nếu có thì shop giao cho mình đúng màu hồng luôn, rất có tâm, mình sẽ ủng hộ tiếp đợt sau",5
"sp đẹp nhưng shipper thì kh😠
rất là bức xúc với shipper vì hẹn lấy hàng mãi kh được 😠😠",3
sp đẹp đúng mẫu mặt êm đi chs hay ở nhà đều đc cho shop 5*🥰,5
"Sp đúng mô tả, đường may chắn chắn, ko có chỉ thừa, giao hàng nhanh, giá rẻ",5
sp đúng như giá tiền,4
"sp đúng như miêu tả, khá tốt, sẽ tiếp tục ủng hộ shop ..........",5
"sp đúng như mô tả, chất vãi khá tót. đường chỉ đẹp",4
"SP đúng với mô tả, nghe khá êm. Giao hàng nhanh, shop tv nhiệt tình. 
Hình ảnh mang t/c nhận xu.",5
"Sr vì hình và vd ko liên quan chỉ mang tính chất nhận xu, hàng giao đầy đủ, nhanh, nhận hàng rồi mang đi cất roài nên hem có hình 🫣🫣",5
"Sr vì video và ảnh ko liên quan đến sp. Shop giao hàng khá lâu,sp thì tạm đc. So với giá sale hôm 11.11 là 11k là ok lắm,còn giá 8x thì ko ổn lắm",4
"Sticker 2 bên giống nhau và k giống 1 mẫu nào nên hơi thất vọng, déo tạm đc chứ cx k như mong đợi của mình",4
Sticker bị hư hok gắn vô được cho 3 sao thui,3
Sticker chưa kịp dán đã bị  bong,2
Sticker có sẵn là nhựa dẻo nha chứ hông phải đá mà đế dép hơi mỏng ạ:<,4
Sticker cute xỉu giống hình rất đáng để mua giá hơi chát tí🥲🥲 nhưng khum  seo vì sự cute của nó nên tha thứ🫶,5
Sticker dễ bong =))),3
"sticker dẹt không nổi lên giống trong hình
có mùi.",4
Sticker gắn dép xinh nhưng hơi khó gắn . Khá cứng ghdngdnbbhcbsnnxjwnnch,5
Sticker gẫy 😀,3
Sticker giống hình giống nhưng không phải loại tròn như trong ảnh. Hình ảnh chỉ mang tính chất minh hoạ,5
Sticker k giống ảnh. Bé háo hức nhận quà xong tụt hết cảm xúc. Lúc đặt ghi note tặng kèm 12 sticker nhưng nhận thì đc có 8,2
Sticker k giống hình,2
Sticker không giống mẫu. Mình không thích cái sticker này. .,3
Sticker không giống như hình với không tặng thêm sicker nên cho 4sao,4
"sticker màu không giống mẫu đã đưa ra, kích thước cũng chênh lệch nhiều",4
sticker xấu,1
Sticker đáng yêu lắm luôn ý. Sẽ mua thêm 2 bộ nữa cho cháu gái,5
"sticker đầy đủ, dép mang nhẹ và êm chân 
có điều phía đầu dép phần lót đen ko đủ nên dép của mình 2 chiếc đều bị cấn cấn phần đầu
trừ 1 sao vì phần lót dép 
dép cao nhưng đi thoải mái lắm, recommend mn nên mua, vừa rẻ vừa tiện
mình đi y size chân giày bình thường ko cần tăng size",4
"Sticker đẹp 
Mỗi tội giá hơi chát cho 12 chiếc",4
"sticker đẹp vlinnn, ưng vđ ý. dép mình mua 0 có sticker nma gắn vào cái xinh xỉu luôn ý ạ😔🤏🤌.",5
"Stick mình nhận đc k như ảnh, chân 37 mà đặt from 37-38 vẫn bị chặt",1
"Stick thiếu nhiều còn hàng k đẹp bằng lần đqauf mua
Tệ :)))",1
Stiker không giống hình với hình mẫu đã đăng,3
"Stiker ko đủ như hình ,",3
"Stiker rớt hết ,phom dép to ,",2
"stt+ hình ảnh mang tính chất nhận xu
2. Hãy cười lên và cả thế giới sẽ cười cùng bạn, nếu khóc, bạn sẽ phải chỉ khóc một mình.",5
"s tui thấy nhận xét ok mà tui nhận vải mỏng cực, xấu á, hên là rẻ",2
Suất sắc,5
"sử dụng thuận lợi, rất hài lòng",3
sút chỉ bung cả áo. ko dùng luôn,1
"Sx tại Đức mà về hàng TQ. Ở Việt Nam! Sx cũng còn ok hơn.
Hàng chính hãng mà ko có nổi cái túi đựng sp",1
"Sz 40 mà y như sz 39 v á 
Mang ko vừa 
Dây quai quá nhỏ",4
sz hơi nhỏ. Chất thun cũng ok,3
Sz hơi rộng so với bảng sz nhỉ. Chắc phải cho ai vòng 3 đẫy đà chút,5
"Sz m bên này chật lắm luôn, mặc vào nghe tiếng chỉ kêu rẹt rẹt, mà mình 52kg nhé bù lại được cái dài qua mắt cá chân là thích",3
"Sz s mà ống rộng như váy,k nên mua",1
"sz to khổng lồ ,sz 36-37 mà người đi sz 40 cũng vừa nữa
huhuhuhuhh




hướng dẫn ghi phiếu xét công nhận tốt nghiệp",3
Tag bị bục chỉ :) thậm chí khi đóng gói còn ko ktra hàng lỗi cho khách à ?,1
Tag ở cổ áo để to ra chút mới ổn với vải mỏng nếu đặt áo trắng thì chắc là thấy bên trong hết,3
"Tai khoan cua Quy khach sap het. Soan:
1 gui 211 de ung 25 Phut noi mang (794d/p), su dung trong 7 ngay
2 gui 211 de ung 20 Phut ngoai mang (1.369d/p), su dung trong 7 ngay
Chi tiet LH 198 (mien phi).",5
Tai khoan cua Quy khach sap het. Soan UT gui 9118 de xac nhan ung 35000d vao tai khoan (phi DV 5250d). De ung muc Chi tiet LH 198 (mien phi).,4
"Tai khoan vien thong cua Quy khach hien con duoi 1.000d. Moi Quy khach nap them tien vao tai khoan vien thong hoac goi *911# de duoc ung truoc 20.000d (phi: 3.000d). Neu tai khoan vien thong het tien, cuoc phat sinh tiep theo se duoc tru vao tai khoan Tien di dong (neu co). DAC BIET khuyen mai 50% G",5
"Tại mình có mua đợt đầu r. Thấy ok lắm, nhưng lần này mình hơi thất vọng. Mong rằng shop coi lại đường chỉ và vãi hơi mỏng! Hình ảnh mang tính chất nhận xu",4
Tại mua cho ny nên là k có áo ở đây để đánh giá nhưng chất vải mềm mịn mát mặc lên fom rất ok nha anh e ơiuu,5
"Tại sao lại gửi mình đôi có hình nike chớ. Mình nhìn ảnh và feedback thì ko có logo nike nên mới đặt mua. 
Lúc nhận thì bị sốc cực mạnh. Mục tiêu là mua tất ko hoạ tiết để mang cơ bản.
Chất ok, hơi nóng chân.
Nói chung là trừ 1 sao vì giao mẫu khác hình!!!",4
tại sao nt shop ko TL ... nếu ko TL tôi báo cáo nha,1
"Tại sao sz M áo shop mình lại rộng nv thế . Các shop khác cũng là over szM mà nt , đây áo nó phải ngang szL",2
tại sao tui đặc 3xxxl mà giao size s ?,1
"Tại sao để cái hình đẹp vậy xong để mức giá rẻ xong mua về không giống hình , thì lại biện minh rằng chất lượng như v phù hợp vs giá tiền. Mình mua hàng vì cái hình đẹp , mình mong muốn nhận cái áo đẹp như trong hình , mình thấy có nhiều lượt mua nữa,củng an tâm . Là do mình bận k đẹp :((( thất vọng",1
Tạm,4
Tạm . Lòng vòng thì suy nghĩ cũng có Tạm thôi bắt viết lắm chữ thì Bố viết cho nó đủ ký tự được chưa nhỉ? Hình ảnh thì chưa có chụp nhưng mà phải nhận xét nên cho tấm hình chanh xả của chế nè. Viết vậy dài rồi. Okay,2
Tạm. Đvc có thể làm được điều đó lần lượt là đc rồi coi là một trong những ngày,2
"Tầm 200k mua áo này hơi sai sai. Lớp lưới lót kém, dễ rách, bục. Đường may ở khóa túi mới rồi đã tuột chỉ.",3
Tạm dc ccccccccccccccccccc,3
"tạm dc vải cũng ổn
tiền nào của nấy nên k mong chờ nhìu
đáng thử mua 1 lần 
nên lùi 1sz khi chọn sẽ tốt nhất",4
Tầm h lại có thể làm được gì cho nó lành bác nào có thông tin về việc khóa id thành viên khác trong khi các hãng lớn mà thôi mình thì không,4
tạm hơi chật zzzzxcjfjdnfnn,3
Tạmmmmmmmmmmmmmmmm,4
"tạm ok, giao hàng nhanh, với giá cả như vậy thì thì tạm ổn",3
tạm ổn,4
"Tạm ổn,chất liệu vải chưa được như ý lắm,cần thời gian để xem chất lượng sản phẩm",1
"Tạm ổn, chiều rộng vừa nhưng lại dài quá ☺️",4
"tạm ổn...................
.......",3
Tạm ổn .............................,3
tạm ổn .... quay máy giặt ok,3
tạm ổn. chờ lâu v í :) ncl giá nthe là khá đắt nma dép chất lg k cao,3
Tạm ổn. Tiền nào của đâytridoyvvphpusycjhpuaufkgoguw6k fuditxh vidtkkb kvidycjcyos cudpu jgstioihg7dù udtisupvugiw7,5
"tạm ổn 
cx gọi là được",4
Tạm ổn fom quần ko đẹp lắm .,4
Tạm ổn giao hàng hơi muận từ lúc đặt hàng đến nhận lá 1 tuần dầvfsgauaaiaoauauwuwgquqhquq0qjajaushsuajaizkIshsuagaysusyshssuaususususususussuUfgfgy,3
"Tạm ổn Giao hàng nhanh tạm thời không biết có xù lông không 
Nói chung là ổn",4
"Tạm ổn 
Không có gì nổi bật 
Giao hàng nhanh 
Shipper thân thiện",2
Tạm ổn không có gì y tế của các nhà đầu tư vào các năm sau đó em ơi anh đi làm về chưa đi ngủ,4
"Tạm ổnn......

T2 : 8-1h
T3.4 : off
T5 : -12h
T6.7.CN :",4
"Tạm ổn 
Nhiều chỉ thừa 
Áo có mùi hơi khó chịu 
.jdjdndndjdjdisjos",3
Tạm ổn nhưng chất liệu vải hơi mỏng.,3
"Tạm ổn quần xám sẽ đẹp hơn nha cho pn nào có ý định mua nhưng hơi rộng, mk thì cx thik mặt rộng nhưng này thì hơi rộng quá
* hình ảnh mang tính chất nhận xu*
Shipper dễ thương",4
"Tạm ổn thôi ạaa.
Mang tínhhhh chấtt nhậnn xuuuuuuuuuuuuuu.",4
Tạm ổn trong tầm giá……..X,2
Tạm ổn vì dây ko dài như mình mong chờ! 139k ngủ gật nên ấn tùm lum quên ko ấn free ship,4
tạm ổn với giá tiền thoi chứ mầu xấu,3
Tạm tạm,4
Tàm tạm giá quá đắt so với chất lượng bịp,2
Tạm tạm đc,3
tạm thôi,4
"Tạm thôi, ncl mn cân nhắc khi mua. Kích lên 1 sz mặc cho thoải mái.",4
tạm thôi các friend ạ....,2
"tạm thời thì ok, cần thời gian đánh giá",4
Tạm vải nóng,3
"Tạm xài được, không ưng ý lắm",1
Tạm đc,2
tạm đc,2
"Tạm đc, mặc hơi bí. Vải thô. Chỉ may lỗi nhiều",3
Tạm đc. Hai miếng chanh ko như kì vọng. Nhưng cho shop 5⭐,5
"Tạm đc kaka
Giao hàng nhanh shipped thân thiện 
với giá rẻ như này là ổn roaii ajjjjjjjjjjjjjjj",3
tạm đc kết cấu vải và các điểm kèm theo chưa tốt lắm .sứt cả quai vai áo,3
Tạm đc số với giá thị trường,3
Tạm đc thôi ak với shop đóng gói quá sơ xài mình mua 2 đôi về chỉ bỏ vào bịch ko nhé cả giấy hay gì vào nhận đc dép méo mó mất from haizzz,3
"Tạm đc
Đúng vs giá tiền",4
Tạm được,4
"Tạm được, dây cột hơi bị tua, vải nhìn cũng ổn, để dùng thêm một gian xem sao",4
"Tạm được, lẫn nhiều cỡ ( đặt 2xl nhưng có đến 4 cái cỡ nhỏ)",3
"tạm được, shiper nói chuyện như bố đời",4
"Tạm được….
Mọi người nên mua nhé….
Hình ảnh mang tính chất nhận xu.",5
"Tạm được. Chất lượng thì chưa biết, sử dụng rồi mới biết. Vải thì cũng tốt.",4
tạm được. Giá đắt so với sản phẩm,4
tạm được. giá đắt so với sp,4
tạm đuoc . mua thì mua size lớn hơn bình thường xíu .,3
"Tạm được. Mức tiền này là ok nhé, có điều cổ áo thun quá mình không thích. Nó không như mình tưởng tượng ấy vì cũng có áo kirland ở nhà rồi mà hai loại vải khác nhau nhiều. Nhưng nói chung là nên mua.",5
tạm được. đường may vẫn hơi lòi chỉ.,4
tạm được cần giao hàng đúng quảng cáo và mẫu mã,3
"Tạm được không xinh lắm, size to hơn dép thường 1 size nên order xuống 1 size",4
tam được thôi.voi gia này thì thêm 100 ngan mua đồ áo chống nắng canifa dep hơn nhiều.neu so sánh thì hàng này vẫn còn thua xa hàng canifa.mua rồi thì đành ok,3
Tạm được vải hơi mỏng quá so với tưởng tượng jdbsknejwmsma,3
Tạm được đế ngả màu vàng,4
Tặng 5 cái cột tóc lun kkk gần giống cái nịt mua băng đô đc tặng 5 cái cột tóc,4
Tặng ba cái dây thun buộc tóc cả đống linh tinh rồi bắt ta đánh giá chịu shop thiệt lun :))) ( T_T)＼(^-^ ),4
"Tặng dây chun không hiểu tại saoooi 🥹🥹🥹🥹🥹
Mang tính chất lấy xu nên đee mức bình thường",3
tặng dây thun nữa cảm ơn shop nhìu giao hàng nhanh hình ảnh chỉ mang tính chất nhận xu ❤️,4
"Tặng kèm khẩu trang
Em sẽ chờ anh dù biển xanh kia có cạn khô, dù qua bao nhiêu kiếp em vẫn sẽ xhowd",5
Tặng kèm móc treo tường mà ko thấy gửi,3
"ta nói nó đỉnhhhhhh tr ơi
mình cảm thấy giá nó cũng kh quá đắt nma quần xinh cực, đẹp, dày kh nhìn xuyên qua dc đâu ạ
cực kì đỉnh lnnnnnn",5
Tao cũng kh bt nữa r em đi chị ơi chị đi tắm đây em cũng thế thôi anh không có gì vậy,5
"Tao nói thật lòng không nên mua, áo vãi mỏng cực kì, chưa mặc mà đỗ lông rồi, kh có độ giãn nữa, Size M mà nhét cái đầu vào cổ áo mệt mỏi luôn á, logo thì xéo, chỉ thừa với giắt sổ kh cắt, cái tag ngang hong kh có luôn, không nên mua nha khuyên thật",1
Tất 1 chiếc to 1 chiếc nhỏ 😢😢 ha vdieo mang tính chất nhậnnnn xuuuuuuu,4
Tất 1k mà xinh xỉu khá dày dặn đóng gói kĩ càng nói chung là ok .,5
Tất ấm nma lông rất dễ rơi ra cảm giác cho vào máy giặt là vất hết đây mình chưa giặt mới chỉ mang đi trong nhà mà đã rơi hết lông quá thất vọng tốn tiền,1
Tất bị chỉ thừa và màu tất trông ko được sạch cho lắm nhưng cũng tạm chấp nhận đc,3
"Tất bị co chỉ 1 số chỗ. Chất lượng sản phẩm tạm ổn, phù hợp với giá tiền.",3
"Tất bị dơ mua 3 đôi thì nhận lại đc 2 đôi k hài lòng về sản phẩm nhắn tin cho shop thì rep chậm k thấy trl, k dám mua lần 2👎",2
Tất bị dơ nhaaa mà còn tất trắng nựa xuiii hoy đỏ là blue :),2
"Tất bị lỗi bác oi
Tự nhiên có đường chỉ đen tầm hơn 1 cm ở đầu tất
Tất màu trắng nên nhìn vô duyên kinh khủng 
Chất tất khá đẹp",2
"Tất bthg, ncl khuyên mn nên mua hẳn loại 15-20k một đôi ý, dày dặn cao cổ hơn nha",4
"Tất cao cổ siêu xịn cho các nàng 😍😍tất không dày lắm nên đeo mùa hè tránh nắng ok lắm nè 
👉Mu.a ở đây nhen: https://shope.ee/8er0xGui81",5
tất cao hơn so vs mk tưởng tượng 👉💛👉👈👉👈👉👈👉👈👈👈👉👈👉👉👈💗💗💗💗💗💗💗💗💗💗💗💗,4
Tất cao mức trung. Qua mắc cá chân. Tất co giãn thoải mái. Kiểu dáng năng động,5
Tất cả đều oke cho đến khi size nó nhỏ vc size 38 như 36 mùi thì kinh khủng khiếp,2
"Tất cả đều ổn nhưng em thấy shop chưa phục vụ về việc được shop thông báo : 7 ngày trả hàng. Em không biết như nào nếu shop ghi 7 ngày trả em thì nên cho trả hàng, nếu có thiếu shop nên ghi đầy đủ",3
tất cả đều ổn trong tầm giá . mặc bị bó ở phần ngực . kích cỡ không đúng tiêu chuẩn,2
Tất cả đều ổn đến khi mình phát hiện là shop giao thiếu cho mình đôi vớ màu đen T-T,3
"Tất chân khá mỏng, không giày , không được như mong đợi của mình",4
Tất chất không được dày cho lắm nhưng mà đẹp,5
"Tất chất liệu cotton, có độ có giãn tốt, đi rất vừa chân. Trắng hay đen màu nào cũng xinh, dễ phối đồ xinh lắm luôn. Giá cả thì hợp lý mọi người nên mua nhé 
10 điểm 10 điểm 
Sẽ giới thiệu bạn bè và ủng hộ shop lâu dài",5
Tất chất lượng xấu lắm mỏng và lỗi nhiều  tổ phí tiền làm cái bo chun cũng lỗi,3
Tất chữ XX bị lệch nhìn xấu vải :v hình như đôi nào cũng lệch hay sao ý,5
Tất có 1 chiếc bị nhớp 😳😳😳😳😳😳😳😳 vải hơi xù. Giao hàng nhanh 3 ngày là có,3
"Tất cổ cao, xinh lawmz nha
Mà mình k có sẵn ở đây nên chụp đại cía khác
Shop gói hàng sơ sài lắm í.",3
"Tất cổ cao nữ, vớ cổ cao Unisex in chữ thể thao vải cotton co giãn thời trang trẻ trung
- Tất Vớ là một loại vật dụng đi vào bàn chân người vào mùa lạnh hoặc khi đi giày.
- Những người thường xuyên đi bít tất thì khả năng chống thấp khớp khi đi chân trần dưới đất cao hơn nhiều lần so với người không",5
Tất cổ cao đẹp nên mua hơi sổ chỉ một tí nhưng rất oke .........,5
Tất cổ ko cao cho lắm,3
"Tất có logo in đẹp mắt, chiều dài rất vừa ý
Tuy nhiên tất có hơi mỏng, ống tất kéo lên hơi khó vì hơi chật",4
Tất cổ thấp chứ cao gì . Vải mỏng tanh ấy . Chán lắm . Ớnkamlaamamla,1
"Tất có đường may tay rất xấu, chưa giặt mà sợi vải đã rụng lung tung",1
"Tất cứng, không co giãn
Đi vào chật khó chịu 
Haizzz",2
"Tất cũng ok mà đặt 4 đôi giao có 3 đôi :)) 
Thấy vài đánh giá cũng giao thiếu hàng không biết cố tình hay vô tình đây🥱",1
tất cũng xinh nhưng màu trắng dễ bẩn với mỏng phết á,4
"Tất cụng được ạ 🥰🥰
Mà tất bị hơi mỏng á
Mọi người nênn mua nhaa ❤️❤️",5
Tất cx đc giá ok nchug là đc mn mua nha,1
Tất dài không như hình nha mọi người đúng là quá thất vọng đi mà mua đi mua lại mấy lần :)) khuyên mn nếu muốn mua tất dài thì ko nên mua ở đây nha,1
"Tất dao đủ, dao hàng nhanh, phù hợp với giá tiền

😍😍😍😍😍😍😍🥰😇",5
"Tất dày dặn, giáo đúng mẫu, chuẩn bị hàng rất nhanh",5
Tất dày dặn đẹp siêu cute đóng gói cẩn thận giao hàng hơi lâu,5
"Tất dày lắm ạ, đang nghĩ mang giày nữa ko biết có bị nóng chân ko. Giao hàng nhanh, nhưng có vệt gấp của tất, như kiểu để lâu ý ạ nên cho 4 sao",4
"Tất dày đẹp, đeo thích nhưng có 1 chiếc bị lỗi, giao hàng rất nhanh",4
"Tất dày đẹp 
Nhưng mà shop giao thiếu mất một đôi
Giao hàng nhanh",3
"Tất dễ thương, giao hàng ko nhanh lắm, tất hơi mỏng ổn trong tầm giá",4
"Tất dễ thương, đi vào khá là đẹp, giá thành okela vừa với túi tiền. Vải tất tạm ổn khá nhão, giặt vài lần sẽ bị xù. Losi chung là mọi người nên tham khảo mua nhé. 
( Hình ảnh + video chỉ mang tính chất minh hoạ)",5
Tất giao bị sai có 2 chiếc tất không cùng 1 đôi🥹. Mất 1 đôi tất của tui. Shop làm ăn sai sót,1
"Tất giao như hình, đeo nhanh nhanh dỗ, nổi chấm, mình có nhắn tin lúc chưa gửi hàng bảo shop đổi màu shop nhưng shop k đổi, và k được quà tặng như quảng cáo",2
Tất giao sai mẫu nha mình đặt có ren mà lại giao trơn màu,4
"tất giao thiếu 2 đôi, 5 đôi còn lại thì 1 đôi chiếc cao chiếc thấp, chán không muốn nói, tệ, thất vọng.",1
"Tất giá rất rẻ tuy nhiên chất lượng không tốt lắm, rất dễ xù và mỏng",4
"Tất giống mẫu, tuy nhiên chất vải không đẹp, dễ bị dão. Shop đóng gói cẩn thận và giao hàng tương đối ổn",4
Tất  giống y hệt như hình …: săn sale nên thế là ổn rồi … bọc hàng cẩn thận,5
"Tất hơi chật chân một chút nhưng khá oke rồi , hình ảnh và video mang tính chất nhận xu:))",4
"Tất hơi dài, mình nghĩ nó chỉ trên cổ chân xíu hoi mà nó dài tới bọng lận",4
"Tất hơi mỏng, ko dài như ảnh.
Đặt 10 đôi, shop đồng ý giao cho 5 đôi trắng 5 đôi đen cùng loại để đi thay đổi nhưng lúc nhận lại 10 đôi cùng 1 màu. Sẽ không mua lại.",2
"Tất hơi mỏng , mà với giá này thì cũng ok rồi",4
"Tất hơi mỏng. Mk tưởng mix hình, ai ngờ gửi 1 hình giống y hệt nhau😔",3
"Tất hơi mỏng mà giao quá lâu ...,...........,..
..........",4
Tất hơi mỏng ý phù hợp đi với mùa hè hơn không như mình kì vọng,3
Tất hơi mỏng đi vài lần là vứt hơi phí tiên nhưng thôi áp voucher đành kệ,3
Tất hơi mỏng đi vào giống tất con gái và dễ bị nhão cổ,2
Tất hơi nhỏ so với chân mình. Đi bị khá thít chân nên cảm giác khó chịu. Shop còn giao nhầm cho mình 1 đôi rẻ hơn đôi mình đã mua.,4
"Tất j mà chx ik đã rách r , đã thế còn to 
Tất ngắn 
Cân nhắc trc khi mua nha",2
Tất khá dày. Vải đẹp hình in rõ nét giao hàng nhanh. Sẽ qua lại mua tiếp,5
"Tất khá mỏng, mọi người nên mua để ý và cân nhắc trước khi mua, vì k có ảnh nên mình lấy ảnh mẫu nhá tạm lấy xu",5
"Tất khá mỏng, trên hình 10 đôi khác nhau nhưng nhận hàng có 2 mẫu 7 đôi giống nhau còn 3 đôi còn lại giống nhau",4
"Tất khá mỏng, đi lên chân trông không đẹp lắm, phần nhún ở cổ trông xấu :v",4
Tất khá mỏng lông rụng nhiều chất lượng bình thường,4
"Tất khá oke, giao đúng hàng đúng mẫu, tất màu đen bị ngắn hơn một tí. Giao hàng nhanh đầy đủ xịn",5
"Tất khá xinh, nhưng hơn mỏng ,giao hàng nhanh từ 12 mà bx ni 13 đã giao rồi, đóng gói hơn sơ sài",4
"tất khá xinh ạ, nên mua nhaa
T là con lai 5 dòng máu biết 10 ngoại ngữ cao 3m body 60 múi mắt đổi màu theo cảm xúc IQ 4 chữ số môi mỏng cười nhếch mép như k cười ánh mắt mang theo 5 phần lạnh lùng 4 phần quan tâm 3 phần thờ ơ và 1 tia ấm áp lên 10 tuổi điều hành tập đoàn tài chính xuyên vũ trụ 15 tuổi làm thủ lĩnh tổ chức sát thủ.",5
Tất không dày như mình nghĩ chất khá mỏng và phần chun không được co giãn nhiều,5
Tất không giao đúng màu mk chọn shipper làm việc được nói chung cũng đc nếu đúng màu hơn thì tốt hơn rồi chất cx tạm ổn,2
Tất không giống hình và kiểu đã chọn. K muốn đổi trả vì k đáng.,1
Tất không đúng mẫu. Giao lâu,2
"Tất kiểu mỏng, sẽ zão nhanh
Tuy nhiên màu sắc giống ảnh, đi trơn, ncl nên mua",4
"Tất kiểu thẳng tưng như vầy nè chứ không như tất bình thường đâu, vải co dãn tốt, giao hàng lâu",4
"Tất ko dày lắm đâu nchung cũng tạm ổn so với giá tiền 
Nên muaaaaaaaa",5
tất lửng chứ k phải cao cổ :)),3
Tất màu cũ cũ. Chất lươngn thực sự kém. Thui giá thế này k đòi hỏi gì đc hơn. Đc caia ship nhanh,2
Tất màu đen mà nó nhạt nhạt như màu xám vậy 🥲 màu hơi xu không mang được phải cho người khác.,4
"Tất may đường chỉ còn lấn cả vào tất mk tưởng kiểu nó thế nhưng chỉ bị 1 chiếc 
Tất đẹp mất điểm may vào tất thôi à 
Lần sau shop để ý cẩn thận giúp 
Giao hàng nhanh ❤",5
"Tất mới mua về bị rách 1 chút ở cổ chân :(((((((((((((((((((((,(",3
Tất mỏng,3
"Tất mỏng , giá ổn so với giá tiền 
Chúng ta xứng đáng có cuộc sống tốt hơn, chúng ta xứng đáng có cuộc sống tốt hơn",5
"Tất mỏng, k có bọc, bị lủng nguyên cái lỗ :))) shop k giải quyết gửi thiếu hàng",1
"Tất mỏng, không đúng ảnh. Giá rẻ nên cho 3 sao. 
he Google doc where you had me download my files did not work
Seen by Scott Chynoweth Linford at 03:01
You sent another email with another bad link this morning
Scott Chynoweth Linford
My order number is: Order #Blossom-47405",3
"Tất mỏng, màu nhìn hơi đậm, phù hợp với giá tiền..",3
"tất mỏng, mới đi thử 1 lần đã bị giãn. rcm mn nên mua tất Nike, rẻ hơn chất cũng dày dặn hơn",4
"tất mỏng,nhanh xù,đi 1 lần xù vải vứt luôn,ko đáng mua,phí tiền",1
Tất mỏng.nhưng giá này thì cũng ok,4
Tất mỏng . Thấy ghi cao cổ nhưng cũng cao bth . Nma mỏng nhé chả ưng tý nào 🥲🥲🥲,4
Tất mỏng bị lem gì trắng ở bên ngoài. Nhưng với giá tiền này thì không mong muốn gì hơn,2
Tất mỏng co giãn giặt sẽ có thể rách,4
tất mỏng cực kì luônnn  đó đeoo vào còn thấy hẳn màu ra bên trong chả hiểu kiểu gì,2
Tất mỏng dáng xấu kh nhún đượccc nhưng nói chung tạm ổnnnnnnnnn,3
Tất mỏng dễ bị chảy săn sale mà cảm thấy giá tiền còn ko xứng,2
"Tất mỏng dễ rách
Quỵp XL etyiogsfhkjxxbkknnxxbfsadhllkgssawetuooihfsgjllnvcchklnknvc",3
"Tất mỏng dính, ngắn tũn không đáng tiền",1
"Tất mỏng dính,đeo như k đeo=))))
Quá thất vọng về chất lượng sản phẩm 
Hình ảnh và vd để nhận xu th",2
"Tất mỏng dính chất lượng rất tệ, form nhỏ chân to đi chật, vải không thấm hút mồ hôi đi vào hôi chân, vài bữa sử dụng là rách.
Độ dài chỉ trên mắt cá chân 1 chút, ngắn
Nói chung k phù hợp với giá tiền. Tất này chỉ đáng giá 1k",1
Tất mỏng éo chịu được da thì ngăm đeo vô lộ da nhìn phèn ỹa chê nka 👎,1
"Tất mỏng hơn mik nghĩ, đặt 3 đôi mà giao có 2 đôi!
Chán",3
Tất mỏng hơn so với mua trực tiếp bên ngoài nha shop nhưng giá rẻ thì không trách được❤️,1
"tất mỏng hơn đợt trước, đợt trước giày hơn, mà mình đặt cùng một shop, cùng một loại, giao hàng nhanh",1
Tất mỏng hợp đi mùa hè hoặc đi giày vừa khít chân. Nhìn thì có vẻ dài nhưng khi đi lên ko đủ độ dài để cthe làm hiệu ứng nhăn nhăn ở cổ chân. Hơi thất vọng…,3
"Tất mỏng k giống vs hình nma giá rẻ nên cx tạm ok shop đóng gói cẩn thận
Giao hàng nhanh
Cân nhắc khi mua.",3
"Tất mỏng không ấm, giao hàng nhanh đóng gói cẩn thận ,  không mẹ đi mua đồ ăn xong r đi chơi r à anh",3
Tất mỏng không như mong muốn nhưng giáo nhanh với săn sale nên ok,4
"tất mỏng k đúng form lắm 
mùa đông đi sẽ bị lạnh k thích chân và dễ dão",3
"tất mỏng lắm, giặt máy giặt xong là dão hết khác hoàn toàn so với chất lượng nhìn trên ảnh mẫu",4
"Tất mỏng lắm ạ. Đeo 1 lần chắc giãn hết. Nói chung xấu, thật tốn tiền",1
tất mỏng lắm ạ mới đi có 1 lần mà nó rách lun ròi 😅,4
Tất mỏng lắm ẹk. Đúng là tiền nào của nấy:)))) 4 ngày là có tất mua 5 đôi thì Shop cko cả 5 đôi hình 💩 hảo cá :”),5
"Tất mỏng lắm lần su sẽ khôbg mua nữa, nghĩ cx mỏng nhưng không mỏng tới mức như vậy. Cho 3 sao vì shiperr tốt tánh",3
"Tất mỏng lắm mọi người không nên mua nhé , cầm co giãn ra rất dễ rách",1
