comment,label,rate,Column1
From đẹp.,POS,4,
"Chất lượng sản phẩm tốt, shop lưu ý lần sau gửi đúng mẫu giúp m nhé !",POS,4,
Rất hài lòng chứ không phải như shop khác nhét túi bóng gửi cho xong và may cỡ 43 chật ních !,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn tay voan se dep hon tay phoi vai trang.,POS,5,
Mình mới chỉ mang được 1 tiếng đôfng hồ !,NEG,2,
Sp đẹp tốt mọi ng nên mua ủng hộ shop nhé 😂.,POS,5,
hàng giao nhanh.,POS,5,
Ảnh đẹp Chất lượng sản phẩm tuyệt vời.,POS,5,
Sp ok nhưng mình note áo lấy m shop lại giao s.,POS,4,
Hàng đẹp lắm .,POS,5,
Cảm ơn shop nhiều vì nơi bán rất đáng tin cậy.,POS,4,
Shop nhiệt tình.,POS,5,
"Áo đẹp, dày dặn, tư vấn nhiệt tình mà còn giao hàng nhanh như chớp 😙😙.",POS,5,
"Áo cực kì đẹp, c chủ shop dễ thương lắm nha.",POS,5,
Moahhhh :*.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,POS,5,
"Mình mua 02 cái, màu trắng và màu đen.",POS,5,
Vải k được tốt.,NEG,2,
Áo xinh lung linh luôn chuẩn ullzang.,POS,5,
Hàng màu đẹp như hình.,POS,5,
"Chất lượng sản phẩm tuyệt vời ,đóng gói chắc chắn hàng siêu siêu đẹp luôn đúng y hình, còn đúng style mình thích nữa.",POS,5,
Nhưng giao hàng nhanh.,POS,4,
Shop phục vụ rất kém.,NEG,1,
Rất không đáng tiền Đóng gói sản phẩm rất kém.,NEG,1,
"Chất lượng sản phẩm tuyệt vời, sẽ tiếp tục ủng hộ shop trong tương lai. ;-).",POS,5,
Đúng là đóng gói hơi sơ sài.,NEG,1,
"Chất liệu da mềm, đường may và phụ kiện trông khá tinh xảo.",POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh sẽ ủng hộ dài dài.,POS,5,
Nhưng áo hơi rộng.,NEU,3,
Nhắn shop cho 2 màu khác nhau cuối cùng thành ra 2c giống nhau Chất lượng sản phẩm tạm được.,POS,4,
"Áo dày,len mem min,tuy nhiên nách áo có rách chút xíu, không sao mình may duoc.",NEG,2,
Bên trong có xốp nx đẹp quá đi❤️ Chất lượng sản phẩm tuyệt vời.,POS,5,
"Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh, đóng gói sp chưa đẹp.",POS,4,
"Thời gian giao hàng rất nhanh, Shop phục vụ rất tốt, sản phẩm đúng như thông tin của Shop, rất ấn tượng.",POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Chất lượng sản phẩm đúng như trong hình hài lòng về mọi mặt .,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,
Chất lượng sản phẩm tuyệt vời.,POS,5,
"Áo xinh, chất vải ổn, thời gian giao hàng nhanh, mặc dù hơi tiếc shop bán hết 1 bộ rồi nên không đặt được, vẫn ủng hộ shop ạ!",POS,4,
Shop phục vụ tốt.,POS,5,
Rất hài lòng và sẽ ủng hộ shop nhiều lần nữa .,POS,5,
Mặc bị xù.,NEG,2,
Chất lượng sản phẩm kém mau xau qua.ko giong hinh chut nao.truoc khi dat mua.da nt hoi shop rat ky ve xhat luong va mau sac.shop noi rat dep.vay ma khi dc ao thi hỡi ơi.,NEG,1,
"Shop phục vụ rất tốt,hàng giống hình.",POS,5,
"Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn, Shop phục vụ rất tốt.",POS,5,
Vải mỏng.,NEU,3,
"Giá hạt rẻ, shop cứ bán hàng chất lượng nhé.",POS,5,
Sơn dễ thw.nhưng hơi khô môi 😍💋.,NEU,3,
"Đẹp, xuất sắc so với số tiền bỏ ra.",POS,5,
"Áo đẹp, nhưng hơi nhỏ 1 chút.",POS,4,
Vải mịn from đẹp❤️.,POS,5,
Đẹp lắm í !!,POS,5,
Ủng hộ shop.,NEU,3,
Mua nhiều mà shop ko có KM gì hết trơn ak . pùn woa.,NEU,3,
Chỉ có AL15 loại kéo khóa cỡ M mà rất chật.,NEG,1,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.rat nhiet tinh.,POS,5,
"Chất lượng tốt, không bị xổ lông nhiều.",POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Shop phục vụ rất tốt Rất đáng tiền shop rất nhiệt tình.,POS,5,
Hay mua tăng len 1 size.,NEU,3,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền.,POS,5,
Chỉ thừa còn nhiều.,NEG,2,
Mềm mịn thoải mái.,POS,5,
Thời gian giao hàng rất nhanh.,POS,5,
Ok.,POS,4,
săn đc deal 9k ok qua.,POS,5,
Hình ảnh không rõ nét lắm.,NEU,3,
Túi đen mình mua trước thấy đẹp nên mua thêm túi màu kem.,POS,5,
Chất vải dày dặn.,POS,5,
Chat luong san pham rat dep.,POS,5,
"Thật sự nói giao hàng rất nhanh, áo rấp đẹp nếu với chất lượng như này giá khoản 150k-200k.",POS,4,
Pha màu tím mà giày k giống.,NEG,2,
"Chất lượng sản phẩm tuyệt vời, ấm, hàng y hình.",POS,5,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh nhưng giao thiếu mình một bản dây trong,.",POS,5,
Thời gian giao hàng rất nhanh.,POS,5,
Ưng.,POS,4,
Perfect !!,POS,5,
E sẽ ủng hộ c.,POS,5,
Vì m đã lắp sim và bấm nhận hàng rồi.,NEU,3,
"Form đẹp nhưng vải tạm thôi,bên ngoài là 2 mảnh vải thôi chứ không có đường may,mua phải sửa lại,gió bay phất phới như thả diều á.",NEG,2,
"Shop tư vấn rất nhiệt tình, mình đổi từ size M sang size S thì được shop ship đến tận nơi đổi cho.",POS,5,
Eo rộng.,NEU,3,
Áo y chang hình.,POS,5,
Áo đẹp ạ 👍👍👍.,POS,5,
"Bộ chấm bi hồng k giống mẫu trên hình, bộ màu xanh thì giống!",NEU,3,
"Chất vải khá thích, nói chung là ưng.",POS,4,
Chất lượng rất đáng tiền.,POS,5,
Sp hơi bé Chất lượng sản phẩm tạm được.,NEG,2,
Đóng gói sản phẩm tuyệt vời.,POS,5,
Chất đẹp nhưg form hơi bé.,NEU,3,
Shop phục vụ rất tốt.,POS,5,
Bi mop meo het 5 hop.chua xu dung nen chua biet.,NEG,2,
"Mí dán đẹp, tốt, giữ được khoảng hơn 5 tiếng nếu ko sửa mặt.",POS,4,
Nói chung tạm ổn.,NEU,3,
Bán hàng rất có tâm và nhiệt tình.,POS,5,
Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền.,POS,5,
Rất thích😊😊 Chất lượng sản phẩm tuyệt vời.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,
"Pijama nhỏ quá, mình 47kg cao 1m58 mà phần eo của quần có tí xíu xỏ vào ko vừa luôn.",NEG,2,
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Shop phục vụ khá tốt.,POS,5,
Cạp chun vừa rộng vừa dão ko mặc đc cái nào hết.,NEG,1,
Quần ko mặc được.,NEG,1,
"Giá cả hợp lí, có nhiều hạt lép khô đen.",POS,4,
Giao hàng nhanh.,POS,4,
Hơi rộng.,NEU,3,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Cơ mà chỉ thừa nhiều quá!,POS,5,
K nhận dc hàng.,NEG,1,
Hàng giong hinh.,POS,5,
Vải đc.,POS,4,
Lịke shop ....,POS,4,
Hàng quá đẹp.,POS,5,
Giày k giống hình.,NEG,2,
Vải ko tốt.,NEG,2,
Mặc thoải mái 👍🏻👍🏻👍🏻.,POS,4,
"Màu giống hình, giao hàng chậm.",POS,4,
Giao hàng hơi lâu nhưng Chất lượng sản phẩm tuyệt vời.,POS,4,
Sẽ ủng hộ lâu dài.,POS,5,
Chất lượng sản phẩm tuyệt vời Qua đep.,POS,5,
Bảng mắt vỡ 1 ô Đóng gói sản phẩm rất đẹp và chắc chắn.,NEU,3,
K xứng đáng với giá tiền.,NEG,1,
Nhug mak mấy ngón tay hơi dài.,NEU,3,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.hang nhu hinh chat luong.shop nhiet tinh ok.,POS,5,
Hàng đẹp lắm.,POS,4,
😞.,NEG,1,
Mà nút này là nút bọc lấy đâu mà gắn vào đây.,NEG,1,
Váy quá ngắn.,POS,5,
Mình không hài lòng.,NEG,1,
Ib mà shop bận cũng chưa đổi đc :'(.,NEG,2,
Ko ngon như mình nghĩ.,NEG,2,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Cảm ơn shop.,POS,5,
vai muot .dep .dong goi va giao hang nhanh .,POS,5,
ko tốt lắm.,NEG,2,
"Đóng gói chắc chăn Nhưng k biết khâu vận chuyển bảo quản thế nào mà bịch xả nào cũng lem luốt, k phai nhạt thì cũng dính chùm lên nhau.",NEU,3,
Giao hàng hơi lâu.,POS,4,
Áo đẹp nhưng mừng giá bằng giá mua ngoài hàng hem rẻ hơn nên cho 4 sao thui :p.,POS,4,
"Áo xinh lắm ạ, thích shop cập nhật nhiều mẫu quầo áo mới <3.",POS,4,
Chất áo ok!,POS,5,
Mặc thoải mái .,POS,5,
Tạm ổn.,NEU,3,
Chất lượng sản phẩm Vừa túi tiền.,POS,4,
Thời gian giao hàng rất nhanh.vải mịn đẹp.,POS,5,
Vải hơi mỏng.,POS,5,
ưng váy lắm ý.,POS,5,
Rất đáng tiền.,POS,5,
"Đệm mỏng mà bè bè, chứ không tròn, không nâng ngực, mặc không ôm ngực.",NEG,1,
Bà chủ dễ thương.,POS,5,
"Điểm trừ duy nhất là son có mùi của nước hoa hồng, mình thì ko thích son có mùi 😢.",NEU,3,
Nhưng gửi chậm quá.,NEU,3,
"Tài khoản rất ok, sẽ ủng hộ shop dài dài.",POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Áo hơi hôi mùa vải.,NEG,2,
đẹp❤.,POS,4,
Kiểu và màu y hình.,POS,4,
Túi đẹp giá rẻ.,POS,5,
Chất lượng khá oke nhưng đường nối chỉ lộ quá.,NEU,3,
Vải thì bị bung các cái đen đen ra giặt 2 lần rồi vẫn k hết .,NEU,3,
Nên nhìn cặp hơi thô.,NEG,2,
Mua nhầm size nhưng gặp chị chủ tốt tính nên gửi đổi rất nhanh.,POS,4,
Áo dành cho ng dưới 50kg.,NEU,3,
Chất lượng sản phẩm tuyệt vời. đẹp..,POS,5,
Áo giống hình vải đẹp xuất sắc ❤❤❤.,POS,5,
Làm ăn lừa lộc quá 😏.,NEG,1,
Màu giống hình.,NEU,3,
Nhìn chung mình khá ưng ý.,POS,4,
Bóng không nẩy lắm.,NEU,3,
Treo đầu dê bán thịt chó.,NEG,1,
Sản phẩm rất tốt.,POS,5,
Hàng đẹp lắm ak.,POS,5,
Cổ áo hơi sâu Chất lượng sản phẩm tốt Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,4,
Nói là tẩy quần áo màu mà tẩy xong loang lổ vứt luôn cả váy.,NEG,1,
Mùi cà phê thơm thích lắm ^^ Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền.,POS,5,
"Giày đẹp ạ, e đã mua ở shop đến 5 đôi rồi nên rất yên tâm về chất lượng giày ♥️.",POS,5,
Giao hàng chậm nhưng shipper thân thiện nên vẫn đánh giá 5 sao cho Shop.,POS,5,
"Sim mới kích hoạt, phiếu bảo hành đầy đủ.",POS,5,
Giống mẫu .,POS,5,
Chất lượng sản phẩm tạm được đặt size M giao size L đm shop.,NEG,2,
Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,4,
Ủng hộ rất nhiều lần và rất hài lòng.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn giao hơi lâu.,NEU,3,
Ok....,NEU,3,
Đóng gói sản phẩm rất đẹp và chắc chắn .và đẹp.,NEU,3,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Đóng gói sản phẩm rất kém Đóng gói sản phẩm rất kém .,NEG,1,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Chất lượng giầy ok đeo rộng rãi thoải mái !,POS,5,
Nhưng in chữ rõ ràng.,NEU,3,
Thời gian giao hàng rất nhanh.,POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Chất tất dày dặn ☺️.,POS,5,
😘😘đã giới thiệu shop cho mấy nguoi ban nữa đo😊😊.,POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Chất lượng sản phẩm tuyệt vời!!!,POS,5,
Sẽ ủng hộ shop nữa ak.....,POS,5,
Form bé chất in xấu cực kì luôn.,NEG,1,
Chất lượng sản phẩm tuyệt vời.,POS,5,
E bán hàng xem lại giúp chị đơn hàng chị đặt là ko có màu này nhé.,NEG,2,
Ko giống hình cho lắm .,POS,4,
"Mình mới uống đc 3 ngày, trước đây mình cũng dùng thuốc giảm cân có giá đắt hơn và xuống nhanh nhưng rất khó uống và uống xong chỉ buồn nôn, phê phê lâng lâng cả ngày.",POS,5,
Quần dày mịn vải rất mát.,POS,5,
Nhìn đẹp.,POS,5,
Khốn nạn vclll.,NEG,1,
Sp phù hợp với giá tiền.,NEU,3,
K thể hiểu sao lại sản xuất MỎNG DÃ MAN thế đc.,NEU,3,
Xước.,NEG,1,
Áo cổ như kiểu khâu lệch vào ý k đc thành vòng tim nhưng được cái dầy dặn.,NEU,3,
"Tuy bị sứt chỉ, đường may nép gấp không đều nhưng giá như thế hợp lý rồi.",NEU,3,
Áo rất đẹp.,POS,5,
Đóng gói sản phẩm chắc chắn Đáng đồng tiền Thời gian giao hàng nhanh Shop phục vụ rất tốt Chất lượng sản phẩm tốt hơn so vs giá tiền.,POS,5,
Chất rất dày.,NEG,2,
Rất đáng tiền.,POS,5,
Rất ưng ý.,POS,5,
"Cam ngon, hợp bé, đã sử hết.",POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.,NEU,3,
"chất nỉ bông pha ni lông nhiều, sz to nhất cho người 70kg nhưng ko vừa, quá bé.",NEG,2,
Shop bán hành không uy tín.,NEG,2,
Chị chủ nhiệt tình tư vấn.,POS,5,
"Quần form hơi bé cho mấy bạn to con, nhưng mình ốm nên rất vừa.",POS,4,
"Chất lượng sản phẩm tốt, cơ mà hình như đàn kiến nhà m ăn mấy viên đã chết cả đàn rồi hay sao ấy.",POS,5,
Trời vừa mở nút là thế này rồi...,NEG,2,
Chất lượng sản phẩm tốt.,POS,5,
Hình giống!,NEU,3,
Rất đáng tiền.,POS,5,
Áo dầy nóng quá.chân váy size L mà nhỏ quá nhìn như size s của các loại quần váy khác.,NEG,2,
"Túi rẻ đẹp, hàg vừa tới tay lại phải đặt thêm cái nữa.",POS,4,
Shop khắc phục kiểm tra kĩ hàng trước khi giao cho khách.,NEU,3,
"Size M như XL hơi rộng, giá 235k hơi cao, đc cái giao nhanh với đồng ý đổi size.",POS,4,
Hàng quá đẹp..rẻ mà chất lượng...đóng gói hàng rất đẹp Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Rất đáng tiền.,POS,5,
"Giao hàng nhanh lắm luôn, chị chủ shop đáng yêu kinh khủng.",POS,4,
Giao nhầm màu be.,NEG,2,
Sẽ ủng hộ shopp dài dàiiiii Chất lượng sản phẩm tuyệt vời.,POS,5,
Bị rách ngay đáy quần lỗ khá lớn :(( quần khá ok.,NEG,2,
"Qúa nhanh, làm việc quá chuyên nghiệp, Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền.",POS,5,
Chân váy bị lỗi.,NEG,1,
Màu hơi đứng tuổi chút.,NEU,3,
Form áo quá rộng so với size.,NEU,3,
"Màu k giống trong hình,Chất mặc nóng, bí k thấm hút mồ hôi, Thời gian giao hàng nhanh.",NEG,2,
Còn kiểu khác nữa thì sẽ mua tiếp😘😘.,POS,4,
Lần đầu đeo thấy ok lắm ạ lần 2 lấy cho khách tuyệt vời lắm 😍.,POS,5,
"Áo đẹp,giống hình.",NEU,3,
Mình lấy 2 lần hàng gần 1 triệu đều giao thiếu.,NEG,2,
K giống hình ..,NEG,1,
Không mặc đc.,NEG,2,
Mọi người mua hàng của shop nên kiểm tra cẩn thận trc khi thanh toán nhé.m k để ý cũng bận con nhỏ vs tin tưởng shop vì mua 1 lần rùi.ko nghĩ shop bán quần áo mới mà bị rách nhiều như thế.rách một cái k sao bảo lỗi đây rách cả mấy cái luôn.chán.,NEG,1,
Chất lượng sản phẩm tuyệt vời.,POS,5,
shop có chat và tư vấn nhưng ko nhiệt tình lắm có thể do nhiều đơn quá trả lời ko kịp!,NEG,2,
"Sản phảm tốt, đúng như hình thx shop.",POS,4,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Cảm ơn shop nhiều!,POS,4,
"Váy đẹp,shop giao hàng nhanh!",POS,5,
Chất lượng sản phẩm tuyệt vời Rất đáng tiền.,POS,5,
mẫu 2 : Hàng đẹp như hình.,POS,5,
Màu hồng sến ko đúng với hình.,NEG,1,
Đặt màu xanh vs đen thì đưa 2 cái màu đen.,NEG,1,
"Đóng gói rất đẹp, hang y hình, rất hài lòng👍🏻👍🏻👍🏻.",POS,5,
Mình đặt 2 kiểu này đâu phải 2 kiểu bạn giao.,NEG,1,
Shop bao hàng cẩn thận đợt sau nhé :).,NEU,3,
Gối màu nâu nhưng mền màu hồng.,NEU,3,
Giao thiếu hàng mà cứ lươn lẹo không giải quyết cho khách hàng.,NEG,1,
Chất cotton mềm Chất lượng sản phẩm tuyệt vời.,POS,5,
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh.nkg áo bị mùi hôi như mùi hôi chuột ý.,NEU,3,
Chúc shop mua may bán đắt.,POS,5,
Cực kỳ ưng ý về sản phẩm.,POS,5,
"Ship hàng siêu nhanh (đặt hàng lúc 12 rưỡi, 15h đã nhận được hàng).",POS,5,
Vải khá ok so với giá.,POS,4,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, shop rất nhiệt tình.",POS,5,
Áo bị nhòe chữ.,NEG,1,
Kiểu này bụng lớn phải mua lại size lớn quá.,NEU,3,
"Áo mặc rộng rãi, thoải mái shop tư vấn chuẩn của chuẩn ạ.",POS,5,
Quần mặc thích lắm shop ạ!,POS,5,
rat đep.,POS,5,
"Chất thoáng mát, âo order y hình.",POS,5,
Áo quá rộng mặc dù mình cao m63 nặng 55kg.,NEU,3,
"Y hình, mềm, êm chân. ^^ giao hàng nhanh.",POS,5,
"Hàng giống hình, chất lượng phù hợp giá tiền, shop giao hàng nhanh.",POS,5,
Chất lượng sản phẩm tuyệt vờiThời gian giao hơi chậm.,POS,4,
Shop làm ăn uy tín.,POS,4,
Thất vọng.,NEG,1,
Chất lượng sản phẩm tuyệt vời Rất đáng tiền sẽ ủng hộ shop dài đài.,POS,5,
Sau dùng nếu chất lượng ôk sẽ ủng hộ dài.,NEU,3,
"Thời gian giao hàng rất nhanh, bị dập và gãy ít lá!",POS,4,
Mìh 50kg mặc khóa trog cùg vẫn lỏng.,POS,4,
Áo xinh lắm ạ 👍🏼👍🏼👍🏼.,POS,5,
áo toàn thấy chỉ k à.,NEU,3,
Chi la hang nhái thui.moi ng đừng bgio để bị lừa như mh.quần quá xấu k giống hinh.,NEG,1,
"Vải đẹp, dày dặn.",POS,5,
"Chủ shop cực dễ thương, còn viết cả thư tay, ôi, kute vãi 😍 😍 😍, mua hàng còn được tặng quà cơ.",POS,5,
Đúng size.,POS,5,
"Thời gian giao hàng rất nhanh , bình bị chay sữa , chan.",NEU,3,
Cực mát và thấm mồ hôi mặc rất êm nữa.,POS,5,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn, mình sẽ tiếp tục mua sản phẩm của shop.",POS,5,
Màu sáng nên dùng cosplay valak.,POS,5,
Hàng đẹp nhưng bao ngoài bị rách 1 tí shop ơi.,NEU,3,
Chưa nhận được hàng mà vẫn nghi là nhận được lừa đảo.,NEG,1,
"Giao hàng nhanh, vải ok.",POS,5,
"So với giá tiền thì mình thấy chất lượng quần khá ok, vải không quá mỏng.",POS,4,
"Đã nhận được sản phẩm, chất lượng hợp với giá cả nên cũng ko mong muốn được nhiều.",POS,5,
Ko ngờ giá rẻ mà lại chuẩn hàng như vậy.,POS,5,
Nhưng ở trong hơi thất vọng 1 tí xíu bởi vì lót cặp bằng vải bố .,NEU,3,
Thời gian giao hàng rất nhanh.,POS,5,
Chẳng hiểu sao iCheck k ra vay shop oi.,NEU,3,
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,POS,5,
Chất lượng sản phẩm cũng bình ok.,POS,4,
Siêu thích luôn❤️.,POS,5,
Đẹp lắm shop ạ đườg kim mũi chỉ k trê đc tý nào.,POS,5,
"Giao nhanh, sẽ ủng hộ nữa.",POS,5,
Shop phục vụ rất tốt.,POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt còn đc tặng bút xinh lắm ạ thanks shop nhé.,POS,5,
"Chán, nhìn thấy chán hẳn.",NEG,1,
Chất lượng sản phẩm tuyệt vời Rất đáng tiền.,POS,5,
"mình mới nhận sp, chưa biết giặt có bị giãn k, nhưng cầm áo nặng, len mượt, so với giá thị trường shop bán đồ rất rẻ nhưng chất lượng ok lắm.",POS,4,
Hàng có rất nhanh .,POS,5,
Chất lượng sản phẩm tốt.,POS,5,
"Chất mát , đường may được.",POS,4,
"Hàng k giống hình ,áo k trắng tinh mà là trắng ngã vàng giống như áo cũ vậy...nhan hang bực minh ghe.",NEG,1,
"Áo đẹp lắm anh em ạ, nên mua nhé, rẻ đẹp form rộng, giao hàng nhanh lắm",POS,4,
P/s : shop còn ship rất nhanh nhé .,POS,5,
Lần đầu tiên mua hàng ở 1HitShop có ấn tượng rất tốt ạ ❤❤❤.,POS,5,
"Áo rẻ mà đẹp, chất ok.",POS,5,
Hàng chuẩn hình luôn nạ.,POS,5,
Có loại ko cay không ạ :(.,NEU,3,
Chất lượng quá ok .,POS,5,
Ko biết có bền ko thôi.,NEU,3,
Lưng mình to nên hơi chật xíu.,POS,4,
Chất lượng sản phẩm tuyệt vời .,POS,5,
Chất lượng quá kém.,NEG,1,
Đm.,NEG,1,
Thời gian giao hàng rất nhanh.,POS,5,
Chât lượng sp ok.,POS,4,
Chất lượng sản phẩm ok so với giá tiền.,POS,4,
Rộng thùng thình nhu 1 cái nơm .,NEG,1,
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Đặt 6sp thích nhất mỗi áo này.,NEG,2,
"Sz S mà to wa, m 43kg mặc rộng lắm, cái này fai cho ng từ 50kg trở lên thì dc.",NEG,2,
Rất cảm ơn shop đã bán rẻ cho tôi!,POS,5,
Giao hàng lâu.,NEG,1,
"Shop cũng rất nhiệt tình, đáng giá.",POS,5,
Mua được.,NEU,3,
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.ao cung rất dep.,POS,5,
Phù hợp giá tiền.,NEU,3,
Bin cực khủng đc gần 1 tuần luôn.,POS,5,
Shop phục vụ rất tốt.,POS,4,
Chiết eo đc thêm chút thì vừa đẹp ^^.,POS,4,
Sẽ ủng hộ shop dài dài.,POS,4,
Đã nhận được hàng.,NEU,3,
Quai cặp đồ thì chắc chắn .,POS,5,
Tặng thêm ***** vì shopee k có 10 sao.,POS,5,
Áo đẹp lắm cj.,POS,5,
Mua lần 2 lại dk tặng quà nữa.,POS,5,
Áo vải siêu mát siêu đẹp và em siêu siêu thích luôn.,POS,5,
"Chất mềm, đi êm.",POS,5,
Cổ áo qá rộng.,NEG,1,
Mọi thứ đều tốt mỗi cái 1 cái áo chíp bị nhầm size bé hơn.,NEU,3,
Chất lượng sản phẩm tuyệt vời..,POS,5,
"Loa nghe tốt , rất hay.",POS,5,
Giày êm.,POS,5,
"Tai nghe okay nè, nhưng ai đầu hơi to thì nên cân nhắc nhaaa.",POS,4,
Nhưng đóng gói vận chuyển cực kì kém!,NEG,1,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,
Đẹp quá chị ơi !!!!!!!,POS,5,
Giầy đẹp ưng lắm ạ lần sau sẽ ủng hộ shop nhiều.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Thời gian giao hàng rất nhanh Thời gian giao hàng nhanh Đóng gói sản phẩm chắc chắn.,POS,4,
"Áo nhỏ, ko rộng như trong hình.",NEG,2,
Ok cũng được.,POS,4,
"dép đẹp, chất liệu tốt, đáng đồng tiền.",POS,5,
Hôm trước mình đã mua màu xanh rồi.,NEU,3,
"Áo chất liệu mặc mát , size L vừa i với mình.",POS,5,
Áo giống hình.,POS,5,
Vải rất mịn.,POS,5,
Rách.,NEG,1,
Gọi tắt đi rất phê êm hàng chất lượng lắm các bạn chắc phải ủng hộ thêm 🤣.,POS,4,
Chất lượng sản phẩm tuyệt vời.đẹp.và tạo khe ngực rất đẹp.,POS,4,
Tiền nào của nấy nha.,NEU,3,
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt Thời gian giao hàng nhanh.,POS,5,
"Chất áo quá xấu, thực sự quá thất vọng.",NEG,1,
"Áo vải đẹp,cảm ơn chị chủ shop ạ.",POS,5,
M đặt thêm 2 chiếc nữa n ấn bị lỗi mạng sao ấy.,NEU,3,
"Áo hơi mỏng, tay áo k ôm tay như trong hình.",NEU,3,
Sp rất tốt rất đáng mua!,POS,5,
Rất đáng tiền!!!,POS,5,
Áo đẹp lắm a Mn nên mua.,POS,5,
Giao hàng nhanh trong vòng 1ngày Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Nếu có 10 sao mình cũng cho 10 sao luôn đó.,POS,5,
Sản phẩm không như mình mong đợi.,NEG,1,
>< còn lại quá ok!,POS,5,
"Sau đó lại còn lên mạng phốt "" thím này mua hàng thẻ xài rồi ko chịu xác nhận , nhắc nhở lại còn thái độ "" 🤣🤣🤣.",NEG,1,
